date,country,adm,n_cum_conf,n_cum_deaths,n_inc_conf,n_inc_deaths,class
2020-03-10,Slovakia,all,7,0,2,0,Local transmission
2020-03-10,Slovenia,all,23,0,7,0,Local transmission
2020-03-10,South Africa,all,7,0,4,0,Imported cases only
2020-03-10,South Korea,all,7513,54,131,3,Local transmission
2020-03-10,Spain,all,1024,28,435,18,Local transmission
2020-03-10,Sri Lanka,all,1,0,0,0,Imported cases only
2020-03-10,Sweden,all,248,0,45,0,Local transmission
2020-03-10,Switzerland,all,332,2,0,0,Local transmission
2020-03-10,Thailand,all,53,1,3,0,Local transmission
2020-03-10,Togo,all,1,0,0,0,Imported cases only
2020-03-10,Tunisia,all,2,0,0,0,Imported cases only
2020-03-10,UK,all,323,3,46,1,Local transmission
2020-03-10,United Arab Emirates,all,59,0,14,0,Local transmission
2020-03-10,USA,all,472,19,259,8,Local transmission
2020-03-10,Vietnam,all,31,0,1,0,Local transmission
