date,country,adm,n_cum_conf,n_cum_deaths,n_inc_conf,n_inc_sus,n_inc_deaths,population_E4,n_cum_clin,n_cum_tot,n_inc_clin,n_inc_tot
2020-03-08,China,Taiwan,45,1,0,0,0,2359,,,,
2020-03-08,China,Tianjin,136,3,0,9,0,1560,,,,
2020-03-08,China,Xinjiang,76,3,0,0,0,2487,,,,
2020-03-08,China,Xizang,1,0,0,0,0,344,,,,
2020-03-08,China,Yunnan,174,2,0,1,0,4830,,,,
2020-03-08,China,Zhejiang,1215,1,0,0,0,5737,,,,
2020-03-09,China,all,80904,3123,45,60,23,142823,,,,
2020-03-09,China,Anhui,990,6,0,0,0,6324,,,,
2020-03-09,China,Beijing,428,8,0,8,0,2154,,,,
2020-03-09,China,Chongqing,576,6,0,0,0,3102,,,,
2020-03-09,China,Fujian,296,1,0,0,0,3941,,,,
2020-03-09,China,Gansu,124,2,4,0,0,2637,,,,
2020-03-09,China,Guangdong,1352,8,0,0,1,11346,,,,
2020-03-09,China,Guangxi,252,2,0,0,0,4926,,,,
2020-03-09,China,Guizhou,146,2,0,0,0,3600,,,,
2020-03-09,China,Hainan,168,6,0,0,0,934,,,,
2020-03-09,China,Hebei,318,6,0,0,0,7556,,,,
2020-03-09,China,Heilongjiang,481,13,0,1,0,3773,,,,
2020-03-09,China,Henan,1272,22,0,0,0,9605,,,,
2020-03-09,China,Hong Kong SAR,114,3,5,0,1,745,,,,
2020-03-09,China,Hubei,67743,3007,36,28,21,5917,,,,
2020-03-09,China,Hunan,1018,4,0,0,0,6899,,,,
2020-03-09,China,Inner Mongolia,75,1,0,0,0,2534,,,,
2020-03-09,China,Jiangsu,631,0,0,0,0,8051,,,,
2020-03-09,China,Jiangxi,935,1,0,0,0,4648,,,,
2020-03-09,China,Jilin,93,1,0,1,0,2704,,,,
2020-03-09,China,Liaoning,125,1,0,2,0,4359,,,,
2020-03-09,China,Macao SAR,10,0,0,0,0,66,,,,
2020-03-09,China,Ningxia,75,0,0,0,0,688,,,,
2020-03-09,China,Qinghai,18,0,0,0,0,603,,,,
2020-03-09,China,Shaanxi,245,1,0,0,0,3864,,,,
2020-03-09,China,Shandong,758,6,0,0,0,10047,,,,
2020-03-09,China,Shanghai,342,3,0,10,0,2424,,,,
2020-03-09,China,Shanxi,133,0,0,0,0,3718,,,,
2020-03-09,China,Sichuan,539,3,0,0,0,8341,,,,
2020-03-09,China,Taiwan,45,1,0,0,0,2359,,,,
2020-03-09,China,Tianjin,136,3,0,10,0,1560,,,,
2020-03-09,China,Xinjiang,76,3,0,0,0,2487,,,,
2020-03-09,China,Xizang,1,0,0,0,0,344,,,,
2020-03-09,China,Yunnan,174,2,0,0,0,4830,,,,
2020-03-09,China,Zhejiang,1215,1,0,0,0,5737,,,,
