date,country,adm,population_E4,n_cum_conf,n_cum_deaths,n_inc_conf,n_inc_sus,n_inc_deaths,n_cum_clin,n_cum_tot,n_inc_clin,n_inc_tot
2020-02-26,China,Heilongjiang,3773,480,12,0,0,0,,,,
2020-02-26,China,Henan,9605,1271,19,0,1,0,,,,
2020-02-26,China,Hong Kong SAR,745,85,2,4,0,0,,,,
2020-02-26,China,Hubei,5917,65187,2615,401,311,52,,,,
2020-02-26,China,Hunan,6899,1016,4,0,1,0,,,,
2020-02-26,China,Inner Mongolia,2534,75,0,0,0,0,,,,
2020-02-26,China,Jiangsu,8051,631,0,0,0,0,,,,
2020-02-26,China,Jiangxi,4648,934,1,0,0,0,,,,
2020-02-26,China,Jilin,2704,93,1,0,2,0,,,,
2020-02-26,China,Liaoning,4359,121,1,0,6,0,,,,
2020-02-26,China,Macao SAR,66,10,0,0,0,0,,,,
2020-02-26,China,Ningxia,688,71,0,0,2,0,,,,
2020-02-26,China,Qinghai,603,18,0,0,0,0,,,,
2020-02-26,China,Shaanxi,3864,245,1,0,0,0,,,,
2020-02-26,China,Shandong,10047,756,6,1,1,0,,,,
2020-02-26,China,Shanghai,2424,336,3,1,46,0,,,,
2020-02-26,China,Shanxi,3718,133,0,0,1,0,,,,
2020-02-26,China,Sichuan,8341,531,3,2,7,0,,,,
2020-02-26,China,Taiwan,2359,32,1,2,0,0,,,,
2020-02-26,China,Tianjin,1560,135,3,0,14,0,,,,
2020-02-26,China,Xinjiang,2487,76,2,0,0,0,,,,
2020-02-26,China,Xizang,344,1,0,0,0,0,,,,
2020-02-26,China,Yunnan,4830,174,2,0,7,0,,,,
2020-02-26,China,Zhejiang,5737,1205,1,0,2,0,,,,
2020-02-27,China,Anhui,6324,989,6,0,0,0,,,,
2020-02-27,China,Beijing,2154,410,5,10,10,1,,,,
2020-02-27,China,Chongqing,3102,576,6,0,11,0,,,,
2020-02-27,China,Fujian,3941,296,1,2,0,0,,,,
2020-02-27,China,Gansu,2637,91,2,0,0,0,,,,
2020-02-27,China,Guangdong,11346,1347,7,0,0,0,,,,
2020-02-27,China,Guangxi,4926,252,2,0,0,0,,,,
2020-02-27,China,Guizhou,3600,146,2,0,1,0,,,,
2020-02-27,China,Hainan,934,168,5,0,4,0,,,,
2020-02-27,China,Hebei,7556,317,6,5,0,0,,,,
2020-02-27,China,Heilongjiang,3773,480,13,0,0,1,,,,
2020-02-27,China,Henan,9605,1272,20,1,2,1,,,,
2020-02-27,China,Hong Kong SAR,745,91,2,6,0,0,,,,
2020-02-27,China,Hubei,5917,65596,2641,409,403,26,,,,
2020-02-27,China,Hunan,6899,1017,4,1,0,0,,,,
2020-02-27,China,Inner Mongolia,2534,75,0,0,0,0,,,,
2020-02-27,China,Jiangsu,8051,631,0,0,0,0,,,,
2020-02-27,China,Jiangxi,4648,934,1,0,0,0,,,,
2020-02-27,China,Jilin,2704,93,1,0,2,0,,,,
2020-02-27,China,Liaoning,4359,121,1,0,14,0,,,,
2020-02-27,China,Macao SAR,66,10,0,0,0,0,,,,
2020-02-27,China,Ningxia,688,72,0,1,0,0,,,,
2020-02-27,China,Qinghai,603,18,0,0,0,0,,,,
2020-02-27,China,Shaanxi,3864,245,1,0,0,0,,,,
2020-02-27,China,Shandong,10047,756,6,0,0,0,,,,
2020-02-27,China,Shanghai,2424,337,3,1,33,0,,,,
2020-02-27,China,Shanxi,3718,133,0,0,1,0,,,,
2020-02-27,China,Sichuan,8341,534,3,3,4,0,,,,
2020-02-27,China,Taiwan,2359,32,1,0,0,0,,,,
2020-02-27,China,Tianjin,1560,135,3,0,20,0,,,,
2020-02-27,China,Xinjiang,2487,76,2,0,0,0,,,,
2020-02-27,China,Xizang,344,1,0,0,0,0,,,,
2020-02-27,China,Yunnan,4830,174,2,0,3,0,,,,
2020-02-27,China,Zhejiang,5737,1205,1,0,0,0,,,,
2020-02-28,China,Anhui,6324,990,6,1,0,0,,,,
2020-02-28,China,Beijing,2154,410,7,0,12,2,,,,
2020-02-28,China,Chongqing,3102,576,6,0,6,0,,,,
2020-02-28,China,Fujian,3941,296,1,0,0,0,,,,
2020-02-28,China,Gansu,2637,91,2,0,0,0,,,,
2020-02-28,China,Guangdong,11346,1348,7,1,2,0,,,,
2020-02-28,China,Guangxi,4926,252,2,0,0,0,,,,
2020-02-28,China,Guizhou,3600,146,2,0,1,0,,,,
2020-02-28,China,Hainan,934,168,5,0,5,0,,,,
2020-02-28,China,Hebei,7556,318,6,1,0,0,,,,
2020-02-28,China,Heilongjiang,3773,480,13,0,0,0,,,,
2020-02-28,China,Henan,9605,1272,20,0,1,0,,,,
2020-02-28,China,Hong Kong SAR,745,93,2,2,0,0,,,,
2020-02-28,China,Hubei,5917,65914,2682,318,332,41,,,,
2020-02-28,China,Hunan,6899,1017,4,0,0,0,,,,
2020-02-28,China,Inner Mongolia,2534,75,0,0,0,0,,,,
2020-02-28,China,Jiangsu,8051,631,0,0,0,0,,,,
2020-02-28,China,Jiangxi,4648,935,1,1,0,0,,,,
2020-02-28,China,Jilin,2704,93,1,0,3,0,,,,
2020-02-28,China,Liaoning,4359,121,1,0,22,0,,,,
2020-02-28,China,Macao SAR,66,10,0,0,0,0,,,,
2020-02-28,China,Ningxia,688,72,0,0,0,0,,,,
2020-02-28,China,Qinghai,603,18,0,0,0,0,,,,
2020-02-28,China,Shaanxi,3864,245,1,0,0,0,,,,
2020-02-28,China,Shandong,10047,756,6,0,0,0,,,,
2020-02-28,China,Shanghai,2424,337,3,0,36,0,,,,
2020-02-28,China,Shanxi,3718,133,0,0,0,0,,,,
2020-02-28,China,Sichuan,8341,538,3,4,4,0,,,,
2020-02-28,China,Taiwan,2359,34,1,2,0,0,,,,
2020-02-28,China,Tianjin,1560,136,3,1,24,0,,,,
2020-02-28,China,Xinjiang,2487,76,3,0,0,1,,,,
2020-02-28,China,Xizang,344,1,0,0,0,0,,,,
2020-02-28,China,Yunnan,4830,174,2,0,4,0,,,,
2020-02-28,China,Zhejiang,5737,1205,1,0,0,0,,,,
2020-02-29,China,Anhui,6324,990,6,0,0,0,,,,
2020-02-29,China,Beijing,2154,411,8,1,9,1,,,,
2020-02-29,China,Chongqing,3102,576,6,0,7,0,,,,
2020-02-29,China,Fujian,3941,296,1,0,0,0,,,,
2020-02-29,China,Gansu,2637,91,2,0,0,0,,,,
2020-02-29,China,Guangdong,11346,1349,7,1,0,0,,,,
2020-02-29,China,Guangxi,4926,252,2,0,0,0,,,,
2020-02-29,China,Guizhou,3600,146,2,0,1,0,,,,
2020-02-29,China,Hainan,934,168,5,0,5,0,,,,
2020-02-29,China,Hebei,7556,318,6,0,0,0,,,,
2020-02-29,China,Heilongjiang,3773,480,13,0,0,0,,,,
2020-02-29,China,Henan,9605,1272,21,0,0,1,,,,
2020-02-29,China,Hong Kong SAR,745,94,2,1,0,0,,,,
2020-02-29,China,Hubei,5917,66337,2727,423,159,45,,,,
2020-02-29,China,Hunan,6899,1018,4,1,1,0,,,,
2020-02-29,China,Inner Mongolia,2534,75,0,0,0,0,,,,
2020-02-29,China,Jiangsu,8051,631,0,0,0,0,,,,
2020-02-29,China,Jiangxi,4648,935,1,0,1,0,,,,
2020-02-29,China,Jilin,2704,93,1,0,3,0,,,,
2020-02-29,China,Liaoning,4359,121,1,0,15,0,,,,
2020-02-29,China,Macao SAR,66,10,0,0,0,0,,,,
2020-02-29,China,Ningxia,688,73,0,1,0,0,,,,
2020-02-29,China,Qinghai,603,18,0,0,0,0,,,,
2020-02-29,China,Shaanxi,3864,245,1,0,0,0,,,,
2020-02-29,China,Shandong,10047,756,6,0,0,0,,,,
2020-02-29,China,Shanghai,2424,337,3,0,28,0,,,,
2020-02-29,China,Shanxi,3718,133,0,0,0,0,,,,
2020-02-29,China,Sichuan,8341,538,3,0,2,0,,,,
2020-02-29,China,Taiwan,2359,39,1,7,0,0,,,,
2020-02-29,China,Tianjin,1560,136,3,0,14,0,,,,
2020-02-29,China,Xinjiang,2487,76,3,0,0,0,,,,
2020-02-29,China,Xizang,344,1,0,0,0,0,,,,
2020-02-29,China,Yunnan,4830,174,2,0,3,0,,,,
2020-02-29,China,Zhejiang,5737,1205,1,0,0,0,,,,
2020-03-01,China,Anhui,6324,990,6,0,0,0,,,,
2020-03-01,China,Beijing,2154,413,8,2,18,0,,,,
2020-03-01,China,Chongqing,3102,576,6,0,6,0,,,,
2020-03-01,China,Fujian,3941,296,1,0,0,0,,,,
2020-03-01,China,Gansu,2637,91,2,0,0,0,,,,
2020-03-01,China,Guangdong,11346,1349,7,0,1,0,,,,
2020-03-01,China,Guangxi,4926,252,2,0,0,0,,,,
2020-03-01,China,Guizhou,3600,146,2,0,0,0,,,,
2020-03-01,China,Hainan,934,168,5,0,3,0,,,,
2020-03-01,China,Hebei,7556,318,6,0,0,0,,,,
2020-03-01,China,Heilongjiang,3773,480,13,0,0,0,,,,
2020-03-01,China,Henan,9605,1272,22,0,0,1,,,,
2020-03-01,China,Hong Kong SAR,745,95,2,1,0,0,,,,
2020-03-01,China,Hubei,5917,66907,2761,570,64,34,,,,
2020-03-01,China,Hunan,6899,1018,4,0,0,0,,,,
2020-03-01,China,Inner Mongolia,2534,75,0,0,0,0,,,,
2020-03-01,China,Jiangsu,8051,631,0,0,0,0,,,,
2020-03-01,China,Jiangxi,4648,935,1,0,0,0,,,,
2020-03-01,China,Jilin,2704,93,1,0,6,0,,,,
2020-03-01,China,Liaoning,4359,122,1,1,11,0,,,,
2020-03-01,China,Macao SAR,66,10,0,0,0,0,,,,
2020-03-01,China,Ningxia,688,73,0,0,1,0,,,,
2020-03-01,China,Qinghai,603,18,0,0,0,0,,,,
2020-03-01,China,Shaanxi,3864,245,1,0,0,0,,,,
2020-03-01,China,Shandong,10047,756,6,0,0,0,,,,
2020-03-01,China,Shanghai,2424,337,3,0,10,0,,,,
2020-03-01,China,Shanxi,3718,133,0,0,0,0,,,,
2020-03-01,China,Sichuan,8341,538,3,0,1,0,,,,
2020-03-01,China,Taiwan,2359,39,1,5,0,0,,,,
2020-03-01,China,Tianjin,1560,136,3,0,11,0,,,,
2020-03-01,China,Xinjiang,2487,76,3,0,0,0,,,,
2020-03-01,China,Xizang,344,1,0,0,0,0,,,,
2020-03-01,China,Yunnan,4830,174,2,0,0,0,,,,
2020-03-01,China,Zhejiang,5737,1205,1,0,0,0,,,,
2020-03-02,China,Anhui,6324,990,6,0,0,0,,,,
2020-03-02,China,Beijing,2154,414,8,1,12,0,,,,
2020-03-02,China,Chongqing,3102,576,6,0,1,0,,,,
2020-03-02,China,Fujian,3941,296,1,0,0,0,,,,
2020-03-02,China,Gansu,2637,91,2,0,0,0,,,,
2020-03-02,China,Guangdong,11346,1350,7,1,0,0,,,,
2020-03-02,China,Guangxi,4926,252,2,0,0,0,,,,
2020-03-02,China,Guizhou,3600,146,2,0,0,0,,,,
2020-03-02,China,Hainan,934,168,5,0,1,0,,,,
2020-03-02,China,Hebei,7556,318,6,0,0,0,,,,
2020-03-02,China,Heilongjiang,3773,480,13,0,0,0,,,,
2020-03-02,China,Henan,9605,1272,22,0,0,0,,,,
2020-03-02,China,Hong Kong SAR,745,98,2,3,0,0,,,,
2020-03-02,China,Hubei,5917,67103,2803,196,80,42,,,,
2020-03-02,China,Hunan,6899,1018,4,0,0,0,,,,
2020-03-02,China,Inner Mongolia,2534,75,0,0,0,0,,,,
2020-03-02,China,Jiangsu,8051,631,0,0,0,0,,,,
2020-03-02,China,Jiangxi,4648,935,1,0,0,0,,,,
2020-03-02,China,Jilin,2704,93,1,0,2,0,,,,
2020-03-02,China,Liaoning,4359,122,1,0,16,0,,,,
2020-03-02,China,Macao SAR,66,10,0,0,0,0,,,,
2020-03-02,China,Ningxia,688,74,0,1,0,0,,,,
2020-03-02,China,Qinghai,603,18,0,0,0,0,,,,
2020-03-02,China,Shaanxi,3864,245,1,0,0,0,,,,
2020-03-02,China,Shandong,10047,758,6,2,0,0,,,,
2020-03-02,China,Shanghai,2424,337,3,0,11,0,,,,
2020-03-02,China,Shanxi,3718,133,0,0,0,0,,,,
2020-03-02,China,Sichuan,8341,538,3,0,2,0,,,,
2020-03-02,China,Taiwan,2359,40,1,1,0,0,,,,
2020-03-02,China,Tianjin,1560,136,3,0,9,0,,,,
2020-03-02,China,Xinjiang,2487,76,3,0,0,0,,,,
2020-03-02,China,Xizang,344,1,0,0,0,0,,,,
2020-03-02,China,Yunnan,4830,174,2,0,3,0,,,,
2020-03-02,China,Zhejiang,5737,1206,1,1,4,0,,,,
